Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Unnamed: 7,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Year
319,168,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
319,168,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
319,168,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
320,167,0,1,0.034,0.0,0.034,0.0,3,3,1,3,1,2012
320,167,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
320,167,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
320,167,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
321,126,0,1,0.181,0.0,0.181,0.0,3,3,1,4,1,2012
321,126,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
321,126,2,1,0.0,0.0,0.0,0.0,4,3,1,2,1,2012
321,126,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2012
322,209,0,1,0.07,0.0,0.07,0.0,3,3,1,3,1,2012
322,209,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
322,209,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
322,209,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
323,260,0,1,0.023,0.0,0.023,0.0,3,3,1,3,1,2012
323,260,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
323,260,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
323,260,3,0,0.002,0.0,0.002,0.0,4,3,1,5,1,2012
324,352,0,1,0.01,0.0,0.01,0.0,3,3,1,3,1,2012
324,352,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
324,352,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
324,352,3,0,0.0,0.0,0.0,0.0,4,3,1,5,1,2012
325,250,0,1,0.428,0.0,0.428,0.0,3,3,1,3,1,2012
325,250,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
325,250,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
325,250,3,0,0.005,0.0,0.005,0.0,3,3,1,4,1,2012
326,372,0,1,0.153,0.0,0.153,0.0,3,3,1,4,1,2012
326,372,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
326,372,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
326,372,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
327,57,0,1,0.131,0.0,0.131,0.0,3,3,1,3,1,2012
327,57,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
327,57,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
327,57,3,0,0.007,0.0,0.007,0.0,4,3,1,5,1,2012
328,71,0,1,0.138,0.0,0.138,0.0,3,3,1,3,1,2012
328,71,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
328,71,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
328,71,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
329,179,0,1,0.06,0.0,0.06,0.0,3,3,1,3,1,2012
329,179,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
329,179,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
329,179,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2012
330,178,0,1,0.069,0.0,0.069,0.0,3,3,1,3,1,2012
330,178,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
330,178,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
330,178,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
331,1,0,1,0.055,0.0,0.055,0.0,3,3,1,3,1,2012
331,1,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
331,1,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
331,1,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
332,22,0,1,0.123,0.0,0.123,0.0,3,3,1,3,1,2012
332,22,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
332,22,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
332,22,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
333,336,0,1,0.086,0.0,0.086,0.0,3,3,1,3,1,2012
333,336,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
333,336,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
333,336,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
334,77,0,1,0.082,0.0,0.082,0.0,3,3,1,3,1,2012
334,77,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
334,77,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
334,77,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
335,66,0,1,0.057,0.0,0.057,0.0,3,3,1,3,1,2012
335,66,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
335,66,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
335,66,3,0,0.007,0.0,0.007,0.0,4,3,1,5,1,2012
336,238,0,1,0.07,0.0,0.07,0.0,3,3,1,3,1,2012
336,238,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
336,238,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
336,238,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2012
337,192,0,1,0.07,0.0,0.07,0.0,3,3,1,3,1,2012
337,192,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
337,192,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
337,192,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2012
338,105,0,1,0.069,0.0,0.069,0.0,3,3,1,3,1,2012
338,105,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
338,105,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
338,105,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
339,314,0,1,0.161,0.0,0.161,0.0,3,3,1,3,1,2012
339,314,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
339,314,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
339,314,3,0,0.006,0.0,0.006,0.0,3,3,1,3,1,2012
340,3,0,1,0.113,0.0,0.113,0.0,3,3,1,3,1,2012
340,3,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
340,3,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
340,3,3,0,0.006,0.0,0.006,0.0,4,3,1,4,1,2012
341,274,0,1,0.111,0.0,0.111,0.0,3,3,1,3,1,2012
341,274,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
341,274,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
341,274,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
342,377,0,1,0.103,0.0,0.103,0.0,3,3,1,3,1,2012
342,377,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
342,377,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2012
342,377,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
343,194,0,1,0.081,0.0,0.081,0.0,3,3,1,3,1,2012
343,194,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
343,194,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
343,194,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
344,63,0,1,0.124,0.0,0.124,0.0,2,3,1,3,1,2012
344,63,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
344,63,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
344,63,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
345,228,0,1,0.087,0.0,0.087,0.0,3,3,1,3,1,2012
345,228,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
345,228,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
345,228,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
346,109,0,1,0.224,0.0,0.224,0.0,3,3,1,3,1,2012
346,109,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
346,109,2,1,0.0,0.0,0.0,0.0,4,3,1,2,1,2012
346,109,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2012
347,104,0,1,0.035,0.0,0.035,0.0,3,3,1,3,1,2012
347,104,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
347,104,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
347,104,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
348,38,0,1,0.118,0.0,0.118,0.0,3,3,1,3,1,2012
348,38,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
348,38,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
348,38,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
349,359,0,1,0.096,0.0,0.096,0.0,3,3,1,3,1,2012
349,359,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
349,359,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
349,359,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
350,170,0,1,0.095,0.0,0.095,0.0,3,3,1,3,1,2012
350,170,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
350,170,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
350,170,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
351,37,0,1,0.153,0.0,0.153,0.0,3,3,1,3,1,2012
351,37,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
351,37,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
351,37,3,0,0.014,0.0,0.014,0.0,4,3,1,5,1,2012
352,255,0,1,0.139,0.0,0.139,0.0,3,3,1,3,1,2012
352,255,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
352,255,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
352,255,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2012
353,379,0,1,0.323,0.0,0.323,0.0,3,3,1,2,1,2012
353,379,1,1,0.054,0.0,0.054,0.0,2,3,1,1,1,2012
353,379,2,1,0.0,0.0,0.0,0.0,4,3,1,1,1,2012
353,379,3,0,0.013,0.0,0.013,0.0,4,3,1,4,1,2012
354,103,0,1,0.144,0.0,0.144,0.0,3,3,1,4,1,2012
354,103,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
354,103,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
354,103,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2012
355,56,0,1,0.175,0.0,0.175,0.0,3,3,1,3,1,2012
355,56,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
355,56,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
355,56,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
356,241,0,1,0.129,0.0,0.129,0.0,3,3,1,3,1,2012
356,241,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
356,241,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
356,241,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
357,276,0,1,0.075,0.0,0.075,0.0,3,3,1,3,1,2012
357,276,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
357,276,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
357,276,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
358,87,0,1,0.1,0.0,0.1,0.0,3,3,1,3,1,2012
358,87,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
358,87,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
358,87,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
359,142,0,1,0.103,0.0,0.103,0.0,3,3,1,3,1,2012
359,142,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
359,142,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
359,142,3,0,0.003,0.0,0.003,0.0,3,3,1,2,1,2012
360,259,0,1,0.124,0.0,0.124,0.0,3,3,1,3,1,2012
360,259,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
360,259,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
360,259,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2012
361,198,0,1,0.093,0.0,0.093,0.0,3,3,1,3,1,2012
361,198,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
361,198,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
361,198,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
362,149,0,1,0.104,0.0,0.104,0.0,3,3,1,3,1,2012
362,149,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
362,149,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
362,149,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2012
363,17,0,1,0.16,0.0,0.16,0.0,3,3,1,3,1,2012
363,17,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
363,17,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
363,17,3,0,0.007,0.0,0.007,0.0,3,3,1,4,1,2012
364,152,0,1,0.15,0.0,0.15,0.0,3,3,1,3,1,2012
364,152,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
364,152,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
364,152,3,0,0.005,0.0,0.005,0.0,3,3,1,4,1,2012
365,227,0,1,0.152,0.0,0.152,0.0,3,3,1,3,1,2012
365,227,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
365,227,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
365,227,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2012
366,306,0,1,0.149,0.0,0.149,0.0,3,3,1,3,1,2012
366,306,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
366,306,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2012
366,306,3,0,0.007,0.0,0.007,0.0,4,3,1,5,1,2012
367,160,0,1,0.146,0.0,0.146,0.0,3,3,1,3,1,2012
367,160,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
367,160,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2012
367,160,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
368,49,0,1,0.167,0.0,0.167,0.0,3,3,1,3,1,2012
368,49,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
368,49,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
368,49,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
369,62,0,1,0.225,0.0,0.225,0.0,3,3,1,3,1,2012
369,62,1,1,0.003,0.0,0.003,0.0,3,3,1,1,1,2012
369,62,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2012
369,62,3,0,0.007,0.0,0.007,0.0,4,3,1,4,1,2012
370,268,0,1,0.093,0.0,0.093,0.0,3,3,1,3,1,2012
370,268,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
370,268,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
370,268,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2012
371,340,0,1,0.075,0.0,0.075,0.0,3,3,1,3,1,2012
371,340,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
371,340,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
371,340,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2012
372,159,0,1,0.015,0.0,0.015,0.0,3,3,1,3,1,2012
372,159,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
372,159,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
372,159,3,0,0.0,0.0,0.0,0.0,3,3,1,4,1,2012
373,295,0,1,0.089,0.0,0.089,0.0,3,3,1,3,1,2012
373,295,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
373,295,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
373,295,3,0,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
374,217,0,1,0.189,0.0,0.189,0.0,3,3,1,3,1,2012
374,217,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
374,217,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
374,217,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2012
375,19,0,1,0.149,0.0,0.149,0.0,3,3,1,3,1,2012
375,19,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
375,19,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
375,19,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
376,128,0,1,0.212,0.0,0.212,0.0,3,3,1,3,1,2012
376,128,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
376,128,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
376,128,3,0,0.005,0.0,0.005,0.0,4,3,1,4,1,2012
377,134,0,1,0.273,0.0,0.273,0.0,3,3,1,3,1,2012
377,134,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
377,134,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
377,134,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2012
378,153,0,1,0.19,0.0,0.19,0.0,3,3,1,3,1,2012
378,153,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
378,153,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
378,153,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2012
379,125,0,1,0.226,0.0,0.226,0.0,3,3,1,3,1,2012
379,125,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
379,125,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
379,125,3,0,0.005,0.0,0.005,0.0,4,3,1,4,1,2012
380,184,0,1,0.318,0.0,0.318,0.0,3,3,1,3,1,2012
380,184,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2012
380,184,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
380,184,3,0,0.008,0.0,0.008,0.0,4,3,1,4,1,2012
381,11,0,1,0.16,0.0,0.16,0.0,3,3,1,3,1,2012
381,11,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
381,11,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
381,11,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
382,373,0,1,0.144,0.0,0.144,0.0,3,3,1,3,1,2012
382,373,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
382,373,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
382,373,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
383,101,0,1,0.1,0.0,0.1,0.0,3,3,1,3,1,2012
383,101,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
383,101,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
383,101,3,0,0.005,0.0,0.005,0.0,3,3,1,2,1,2012
384,58,0,1,0.129,0.0,0.129,0.0,3,3,1,3,1,2012
384,58,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
384,58,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
384,58,3,0,0.018,0.0,0.018,0.0,4,3,1,5,1,2012
385,156,0,1,0.105,0.0,0.105,0.0,3,3,1,3,1,2012
385,156,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
385,156,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
385,156,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
386,309,0,1,0.132,0.0,0.132,0.0,3,3,1,3,1,2012
386,309,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
386,309,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
386,309,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
387,127,0,1,0.038,0.0,0.038,0.0,3,3,1,3,1,2012
387,127,1,1,0.0,0.0,0.0,0.0,4,3,1,1,1,2012
387,127,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
387,127,3,0,0.001,0.0,0.001,0.0,3,3,1,3,1,2012
388,97,0,1,0.179,0.0,0.179,0.0,3,3,1,3,1,2012
388,97,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
388,97,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
388,97,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2012
389,270,0,1,0.118,0.0,0.118,0.0,3,3,1,3,1,2012
389,270,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
389,270,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
389,270,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
390,304,0,1,0.231,0.0,0.231,0.0,3,3,1,3,1,2012
390,304,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
390,304,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
390,304,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2012
391,135,0,1,0.079,0.0,0.079,0.0,3,3,1,3,1,2012
391,135,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2012
391,135,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
391,135,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2012
392,50,0,1,0.136,0.0,0.136,0.0,3,3,1,3,1,2012
392,50,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
392,50,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
392,50,3,0,0.007,0.0,0.007,0.0,4,3,1,5,1,2012
393,155,0,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2012
393,155,1,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2012
393,155,2,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2012
393,155,3,0,0.0,0.0,0.0,0.0,4,3,1,5,1,2012
0,120,0,1,0.373,0.072,0.444,0.0,4,3,1,4,1,2013
0,120,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2013
0,120,2,1,0.002,0.0,0.002,0.0,4,3,1,4,1,2013
0,120,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2013
1,122,0,1,0.722,0.079,0.801,0.0,4,3,1,4,1,2013
1,122,1,1,0.006,0.001,0.007,0.0,3,3,1,1,1,2013
1,122,2,1,0.004,0.0,0.004,0.0,4,3,1,4,1,2013
1,122,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2013
2,121,0,1,0.17,0.125,0.295,0.0,3,3,1,4,1,2013
2,121,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2013
2,121,2,1,0.001,0.0,0.001,0.0,4,3,1,4,1,2013
2,121,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2013
3,119,0,1,0.169,0.115,0.284,0.0,3,3,1,4,1,2013
3,119,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2013
3,119,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2013
3,119,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2013
4,136,0,1,0.366,0.091,0.457,0.0,4,3,1,5,1,2013
4,136,1,1,0.001,0.001,0.001,0.0,4,3,1,1,1,2013
4,136,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2013
4,136,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2013
5,355,0,1,0.307,0.072,0.379,0.0,4,3,1,4,1,2013
5,355,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2013
5,355,2,1,0.002,0.0,0.002,0.0,4,3,1,4,1,2013
5,355,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2013
6,83,0,1,0.488,0.055,0.544,0.0,3,3,1,4,1,2013
6,83,1,1,0.068,0.001,0.069,0.0,3,3,1,1,1,2013
6,83,2,1,0.001,0.0,0.001,0.0,4,3,1,3,1,2013
6,83,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2013
7,45,0,1,0.58,0.055,0.636,0.0,4,3,1,4,1,2013
7,45,1,1,0.076,0.001,0.077,0.0,4,3,1,1,1,2013
7,45,2,1,0.004,0.0,0.004,0.0,4,3,1,4,1,2013
7,45,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2013
8,286,0,1,0.735,0.062,0.796,0.0,4,3,1,4,1,2013
8,286,1,1,0.007,0.001,0.008,0.0,3,3,1,1,1,2013
8,286,2,1,0.001,0.0,0.001,0.0,4,3,1,4,1,2013
8,286,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2013
9,21,0,1,0.203,0.07,0.272,0.0,4,3,1,4,1,2013
9,21,1,1,0.032,0.001,0.033,0.0,2,3,1,1,1,2013
9,21,2,1,0.002,0.0,0.002,0.0,4,3,1,4,1,2013
9,21,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2013
10,353,0,1,0.216,0.073,0.288,0.0,4,3,1,4,1,2013
10,353,1,1,0.001,0.001,0.002,0.0,3,3,1,1,1,2013
10,353,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2013
10,353,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2013
11,385,0,1,0.244,0.106,0.35,0.0,4,3,1,4,1,2013
11,385,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2013
11,385,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2013
11,385,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2013
12,4,0,1,0.307,0.0,0.307,0.0,3,3,1,4,1,2013
12,4,1,1,0.005,0.0,0.005,0.0,3,3,1,1,1,2013
12,4,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2013
12,4,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2013
13,364,0,1,0.35,0.081,0.431,0.0,4,3,1,3,1,2013
13,364,1,1,0.015,0.001,0.016,0.0,4,3,1,1,1,2013
13,364,2,1,0.0,0.0,0.0,0.0,4,3,1,2,1,2013
13,364,3,0,0.004,0.0,0.004,0.0,3,3,1,2,1,2013
14,54,0,1,0.317,0.192,0.509,0.0,3,3,1,4,1,2013
14,54,1,1,0.039,0.002,0.041,0.0,4,3,1,1,1,2013
14,54,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2013
14,54,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2013
15,73,0,1,1.411,0.077,1.488,0.0,4,3,1,4,1,2013
15,73,1,1,0.002,0.001,0.003,0.0,4,3,1,1,1,2013
15,73,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2013
15,73,3,0,0.006,0.0,0.006,0.0,3,3,1,2,1,2013
16,172,0,1,1.226,0.07,1.296,0.0,4,3,1,3,1,2013
16,172,1,1,0.002,0.001,0.003,0.0,4,3,1,1,1,2013
16,172,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2013
16,172,3,0,0.008,0.0,0.008,0.0,2,3,1,2,1,2013
17,88,0,1,0.411,0.125,0.536,0.0,3,3,1,4,1,2013
17,88,1,1,0.001,0.001,0.003,0.0,4,3,1,1,1,2013
17,88,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2013
17,88,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2013
18,310,0,1,0.631,0.169,0.8,0.0,4,3,1,4,1,2013
18,310,1,1,0.003,0.002,0.005,0.0,4,3,1,1,1,2013
