Commodity Code,Commodity Name,Substance,Unit,Supply Chain Emission Factors without Margins,Margins of Supply Chain Emission Factors,Supply Chain Emission Factors with Margins,Unnamed: 7,DQ ReliabilityScore of Factors without Margins,DQ TemporalCorrelation of Factors without Margins,DQ GeographicalCorrelation of Factors without Margins,DQ TechnologicalCorrelation of Factors without Margins,DQ DataCollection of Factors without Margins,Year
331,1,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
331,1,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2011
332,22,0,1,0.13,0.0,0.13,0.0,3,3,1,3,1,2011
332,22,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
332,22,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
332,22,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
333,336,0,1,0.092,0.0,0.092,0.0,3,3,1,3,1,2011
333,336,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
333,336,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
333,336,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
334,77,0,1,0.088,0.0,0.088,0.0,3,3,1,3,1,2011
334,77,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
334,77,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
334,77,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
335,66,0,1,0.061,0.0,0.061,0.0,3,3,1,3,1,2011
335,66,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
335,66,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
335,66,3,0,0.007,0.0,0.007,0.0,4,3,1,4,1,2011
336,238,0,1,0.074,0.0,0.074,0.0,3,3,1,3,1,2011
336,238,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
336,238,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
336,238,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2011
337,192,0,1,0.075,0.0,0.075,0.0,3,3,1,3,1,2011
337,192,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
337,192,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
337,192,3,0,0.002,0.0,0.002,0.0,4,3,1,4,1,2011
338,105,0,1,0.073,0.0,0.073,0.0,3,3,1,3,1,2011
338,105,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
338,105,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
338,105,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2011
339,314,0,1,0.171,0.0,0.171,0.0,3,3,1,3,1,2011
339,314,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
339,314,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
339,314,3,0,0.007,0.0,0.007,0.0,3,3,1,3,1,2011
340,3,0,1,0.119,0.0,0.119,0.0,3,3,1,3,1,2011
340,3,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
340,3,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
340,3,3,0,0.006,0.0,0.006,0.0,3,3,1,4,1,2011
341,274,0,1,0.118,0.0,0.118,0.0,3,3,1,3,1,2011
341,274,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
341,274,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
341,274,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
342,377,0,1,0.108,0.0,0.108,0.0,3,3,1,3,1,2011
342,377,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
342,377,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2011
342,377,3,0,0.002,0.0,0.002,0.0,3,3,1,2,1,2011
343,194,0,1,0.086,0.0,0.086,0.0,3,3,1,3,1,2011
343,194,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
343,194,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
343,194,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
344,63,0,1,0.135,0.0,0.135,0.0,2,3,1,3,1,2011
344,63,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
344,63,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
344,63,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
345,228,0,1,0.093,0.0,0.093,0.0,3,3,1,3,1,2011
345,228,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
345,228,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
345,228,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2011
346,109,0,1,0.237,0.0,0.237,0.0,3,3,1,3,1,2011
346,109,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
346,109,2,1,0.0,0.0,0.0,0.0,4,3,1,2,1,2011
346,109,3,0,0.005,0.0,0.005,0.0,3,3,1,2,1,2011
347,104,0,1,0.038,0.0,0.038,0.0,3,3,1,3,1,2011
347,104,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
347,104,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
347,104,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2011
348,38,0,1,0.125,0.0,0.125,0.0,3,3,1,3,1,2011
348,38,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
348,38,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
348,38,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
349,359,0,1,0.102,0.0,0.102,0.0,3,3,1,3,1,2011
349,359,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
349,359,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
349,359,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2011
350,170,0,1,0.1,0.0,0.1,0.0,3,3,1,3,1,2011
350,170,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
350,170,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
350,170,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
351,37,0,1,0.162,0.0,0.162,0.0,3,3,1,3,1,2011
351,37,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
351,37,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2011
351,37,3,0,0.013,0.0,0.013,0.0,4,3,1,4,1,2011
352,255,0,1,0.147,0.0,0.147,0.0,3,3,1,3,1,2011
352,255,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
352,255,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
352,255,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2011
353,379,0,1,0.336,0.0,0.336,0.0,3,3,1,2,1,2011
353,379,1,1,0.053,0.0,0.053,0.0,2,3,1,1,1,2011
353,379,2,1,0.0,0.0,0.0,0.0,4,3,1,1,1,2011
353,379,3,0,0.013,0.0,0.013,0.0,4,3,1,4,1,2011
354,103,0,1,0.156,0.0,0.156,0.0,3,3,1,4,1,2011
354,103,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
354,103,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
354,103,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2011
355,56,0,1,0.189,0.0,0.189,0.0,3,3,1,3,1,2011
355,56,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2011
355,56,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
355,56,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2011
356,241,0,1,0.138,0.0,0.138,0.0,3,3,1,3,1,2011
356,241,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
356,241,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
356,241,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
357,276,0,1,0.081,0.0,0.081,0.0,3,3,1,3,1,2011
357,276,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
357,276,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
357,276,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2011
358,87,0,1,0.107,0.0,0.107,0.0,3,3,1,3,1,2011
358,87,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
358,87,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
358,87,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
359,142,0,1,0.111,0.0,0.111,0.0,3,3,1,3,1,2011
359,142,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
359,142,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2011
359,142,3,0,0.005,0.0,0.005,0.0,2,3,1,2,1,2011
360,259,0,1,0.133,0.0,0.133,0.0,3,3,1,3,1,2011
360,259,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
360,259,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
360,259,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2011
361,198,0,1,0.099,0.0,0.099,0.0,3,3,1,3,1,2011
361,198,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
361,198,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2011
361,198,3,0,0.004,0.0,0.004,0.0,3,3,1,2,1,2011
362,149,0,1,0.111,0.0,0.111,0.0,3,3,1,3,1,2011
362,149,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
362,149,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
362,149,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2011
363,17,0,1,0.171,0.0,0.171,0.0,3,3,1,3,1,2011
363,17,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
363,17,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
363,17,3,0,0.007,0.0,0.007,0.0,3,3,1,3,1,2011
364,152,0,1,0.161,0.0,0.161,0.0,3,3,1,3,1,2011
364,152,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
364,152,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
364,152,3,0,0.005,0.0,0.005,0.0,3,3,1,3,1,2011
365,227,0,1,0.164,0.0,0.164,0.0,3,3,1,3,1,2011
365,227,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
365,227,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
365,227,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2011
366,306,0,1,0.16,0.0,0.16,0.0,3,3,1,3,1,2011
366,306,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
366,306,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2011
366,306,3,0,0.007,0.0,0.007,0.0,4,3,1,4,1,2011
367,160,0,1,0.156,0.0,0.156,0.0,3,3,1,3,1,2011
367,160,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
367,160,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2011
367,160,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2011
368,49,0,1,0.178,0.0,0.178,0.0,3,3,1,3,1,2011
368,49,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
368,49,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
368,49,3,0,0.003,0.0,0.003,0.0,4,3,1,4,1,2011
369,62,0,1,0.237,0.0,0.237,0.0,3,3,1,3,1,2011
369,62,1,1,0.003,0.0,0.003,0.0,3,3,1,1,1,2011
369,62,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2011
369,62,3,0,0.007,0.0,0.007,0.0,4,3,1,4,1,2011
370,268,0,1,0.1,0.0,0.1,0.0,3,3,1,3,1,2011
370,268,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
370,268,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
370,268,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2011
371,340,0,1,0.08,0.0,0.08,0.0,3,3,1,3,1,2011
371,340,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
371,340,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
371,340,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2011
372,159,0,1,0.016,0.0,0.016,0.0,3,3,1,3,1,2011
372,159,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
372,159,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
372,159,3,0,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
373,295,0,1,0.096,0.0,0.096,0.0,3,3,1,3,1,2011
373,295,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
373,295,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
373,295,3,0,0.001,0.0,0.001,0.0,3,3,1,4,1,2011
374,217,0,1,0.203,0.0,0.203,0.0,3,3,1,3,1,2011
374,217,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
374,217,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
374,217,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2011
375,19,0,1,0.158,0.0,0.158,0.0,3,3,1,3,1,2011
375,19,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
375,19,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
375,19,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
376,128,0,1,0.223,0.0,0.223,0.0,3,3,1,3,1,2011
376,128,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
376,128,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
376,128,3,0,0.005,0.0,0.005,0.0,4,3,1,4,1,2011
377,134,0,1,0.291,0.0,0.291,0.0,3,3,1,3,1,2011
377,134,1,1,0.003,0.0,0.003,0.0,3,3,1,1,1,2011
377,134,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
377,134,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2011
378,153,0,1,0.205,0.0,0.205,0.0,3,3,1,3,1,2011
378,153,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
378,153,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
378,153,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
379,125,0,1,0.244,0.0,0.244,0.0,3,3,1,3,1,2011
379,125,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
379,125,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
379,125,3,0,0.005,0.0,0.005,0.0,3,3,1,4,1,2011
380,184,0,1,0.343,0.0,0.343,0.0,3,3,1,3,1,2011
380,184,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
380,184,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
380,184,3,0,0.008,0.0,0.008,0.0,4,3,1,4,1,2011
381,11,0,1,0.173,0.0,0.173,0.0,3,3,1,3,1,2011
381,11,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
381,11,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
381,11,3,0,0.004,0.0,0.004,0.0,4,3,1,4,1,2011
382,373,0,1,0.154,0.0,0.154,0.0,3,3,1,3,1,2011
382,373,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
382,373,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
382,373,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2011
383,101,0,1,0.107,0.0,0.107,0.0,3,3,1,3,1,2011
383,101,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
383,101,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
383,101,3,0,0.005,0.0,0.005,0.0,3,3,1,2,1,2011
384,58,0,1,0.137,0.0,0.137,0.0,3,3,1,3,1,2011
384,58,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
384,58,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
384,58,3,0,0.018,0.0,0.018,0.0,4,3,1,5,1,2011
385,156,0,1,0.112,0.0,0.112,0.0,3,3,1,3,1,2011
385,156,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
385,156,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
385,156,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
386,309,0,1,0.141,0.0,0.141,0.0,3,3,1,3,1,2011
386,309,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
386,309,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
386,309,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
387,127,0,1,0.039,0.0,0.039,0.0,3,3,1,3,1,2011
387,127,1,1,0.0,0.0,0.0,0.0,4,3,1,1,1,2011
387,127,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
387,127,3,0,0.001,0.0,0.001,0.0,3,3,1,3,1,2011
388,97,0,1,0.193,0.0,0.193,0.0,3,3,1,3,1,2011
388,97,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
388,97,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
388,97,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2011
389,270,0,1,0.126,0.0,0.126,0.0,3,3,1,3,1,2011
389,270,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
389,270,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
389,270,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2011
390,304,0,1,0.251,0.0,0.251,0.0,3,3,1,3,1,2011
390,304,1,1,0.002,0.0,0.002,0.0,3,3,1,1,1,2011
390,304,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
390,304,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2011
391,135,0,1,0.083,0.0,0.083,0.0,3,3,1,3,1,2011
391,135,1,1,0.0,0.0,0.0,0.0,3,3,1,1,1,2011
391,135,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2011
391,135,3,0,0.001,0.0,0.001,0.0,3,3,1,3,1,2011
392,50,0,1,0.147,0.0,0.147,0.0,3,3,1,3,1,2011
392,50,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2011
392,50,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2011
392,50,3,0,0.007,0.0,0.007,0.0,4,3,1,4,1,2011
393,155,0,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2011
393,155,1,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2011
393,155,2,1,0.0,0.0,0.0,0.0,4,3,1,5,1,2011
393,155,3,0,0.0,0.0,0.0,0.0,4,3,1,5,1,2011
0,120,0,1,0.438,0.068,0.506,0.0,4,3,1,4,1,2012
0,120,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2012
0,120,2,1,0.002,0.0,0.002,0.0,4,3,1,4,1,2012
0,120,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
1,122,0,1,0.693,0.076,0.769,0.0,4,3,1,4,1,2012
1,122,1,1,0.006,0.001,0.007,0.0,3,3,1,1,1,2012
1,122,2,1,0.004,0.0,0.004,0.0,4,3,1,4,1,2012
1,122,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2012
2,121,0,1,0.182,0.122,0.304,0.0,3,3,1,4,1,2012
2,121,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2012
2,121,2,1,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
2,121,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
3,119,0,1,0.18,0.112,0.292,0.0,4,3,1,4,1,2012
3,119,1,1,0.001,0.001,0.001,0.0,4,3,1,1,1,2012
3,119,2,1,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
3,119,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
4,136,0,1,0.392,0.089,0.482,0.0,4,3,1,5,1,2012
4,136,1,1,0.001,0.001,0.001,0.0,4,3,1,1,1,2012
4,136,2,1,0.0,0.0,0.0,0.0,4,3,1,4,1,2012
4,136,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
5,355,0,1,0.374,0.07,0.443,0.0,4,3,1,4,1,2012
5,355,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2012
5,355,2,1,0.003,0.0,0.003,0.0,4,3,1,4,1,2012
5,355,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
6,83,0,1,0.481,0.053,0.535,0.0,3,3,1,4,1,2012
6,83,1,1,0.071,0.001,0.072,0.0,3,3,1,1,1,2012
6,83,2,1,0.001,0.0,0.001,0.0,4,3,1,3,1,2012
6,83,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2012
7,45,0,1,0.555,0.053,0.609,0.0,4,3,1,4,1,2012
7,45,1,1,0.077,0.001,0.078,0.0,4,3,1,1,1,2012
7,45,2,1,0.004,0.0,0.004,0.0,4,3,1,4,1,2012
7,45,3,0,0.003,0.0,0.003,0.0,3,3,1,4,1,2012
8,286,0,1,0.712,0.059,0.772,0.0,4,3,1,4,1,2012
8,286,1,1,0.007,0.001,0.008,0.0,3,3,1,1,1,2012
8,286,2,1,0.001,0.0,0.001,0.0,4,3,1,3,1,2012
8,286,3,0,0.004,0.0,0.004,0.0,3,3,1,4,1,2012
9,21,0,1,0.18,0.068,0.248,0.0,4,3,1,4,1,2012
9,21,1,1,0.028,0.001,0.029,0.0,2,3,1,1,1,2012
9,21,2,1,0.001,0.0,0.001,0.0,4,3,1,4,1,2012
9,21,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
10,353,0,1,0.225,0.071,0.295,0.0,4,3,1,4,1,2012
10,353,1,1,0.001,0.001,0.002,0.0,3,3,1,1,1,2012
10,353,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
10,353,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
11,385,0,1,0.239,0.103,0.342,0.0,4,3,1,4,1,2012
11,385,1,1,0.001,0.001,0.002,0.0,4,3,1,1,1,2012
11,385,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
11,385,3,0,0.002,0.0,0.002,0.0,3,3,1,3,1,2012
12,4,0,1,0.31,0.0,0.31,0.0,3,3,1,3,1,2012
12,4,1,1,0.005,0.0,0.005,0.0,3,3,1,1,1,2012
12,4,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
12,4,3,0,0.002,0.0,0.002,0.0,3,3,1,4,1,2012
13,364,0,1,0.348,0.077,0.426,0.0,4,3,1,3,1,2012
13,364,1,1,0.016,0.001,0.017,0.0,4,3,1,1,1,2012
13,364,2,1,0.0,0.0,0.0,0.0,4,3,1,2,1,2012
13,364,3,0,0.005,0.0,0.005,0.0,3,3,1,2,1,2012
14,54,0,1,0.286,0.184,0.47,0.0,3,3,1,4,1,2012
14,54,1,1,0.038,0.002,0.04,0.0,4,3,1,1,1,2012
14,54,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
14,54,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
15,73,0,1,1.343,0.074,1.416,0.0,4,3,1,4,1,2012
15,73,1,1,0.002,0.001,0.003,0.0,4,3,1,1,1,2012
15,73,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
15,73,3,0,0.007,0.0,0.007,0.0,3,3,1,2,1,2012
16,172,0,1,1.175,0.067,1.242,0.0,4,3,1,2,1,2012
16,172,1,1,0.002,0.001,0.003,0.0,4,3,1,1,1,2012
16,172,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
16,172,3,0,0.01,0.0,0.01,0.0,2,3,1,2,1,2012
17,88,0,1,0.393,0.12,0.513,0.0,3,3,1,4,1,2012
17,88,1,1,0.002,0.001,0.003,0.0,4,3,1,1,1,2012
17,88,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
17,88,3,0,0.003,0.0,0.003,0.0,3,3,1,3,1,2012
18,310,0,1,0.598,0.162,0.76,0.0,4,3,1,4,1,2012
18,310,1,1,0.003,0.002,0.005,0.0,4,3,1,1,1,2012
18,310,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
18,310,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2012
19,383,0,1,0.319,0.0,0.319,0.0,3,3,1,3,1,2012
19,383,1,1,0.009,0.0,0.009,0.0,4,3,1,1,1,2012
19,383,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
19,383,3,0,0.004,0.0,0.004,0.0,3,3,1,2,1,2012
20,254,0,1,0.351,0.0,0.351,0.0,3,3,1,4,1,2012
20,254,1,1,0.008,0.0,0.008,0.0,4,3,1,1,1,2012
20,254,2,1,0.0,0.0,0.0,0.0,4,3,1,3,1,2012
20,254,3,0,0.004,0.0,0.004,0.0,3,3,1,2,1,2012
21,99,0,1,4.091,0.0,4.091,0.0,2,3,1,2,1,2012
21,99,1,1,0.006,0.0,0.006,0.0,4,3,1,1,1,2012
21,99,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
21,99,3,0,0.014,0.0,0.014,0.0,2,3,1,1,1,2012
22,218,0,1,0.613,0.0,0.613,0.0,3,3,1,2,1,2012
22,218,1,1,0.01,0.0,0.01,0.0,4,3,1,1,1,2012
22,218,2,1,0.0,0.0,0.0,0.0,3,3,1,2,1,2012
22,218,3,0,0.004,0.0,0.004,0.0,3,3,1,3,1,2012
23,94,0,1,0.402,0.0,0.402,0.0,3,3,1,3,1,2012
23,94,1,1,0.009,0.0,0.009,0.0,4,3,1,1,1,2012
23,94,2,1,0.0,0.0,0.0,0.0,4,3,1,1,1,2012
23,94,3,0,0.008,0.0,0.008,0.0,4,3,1,4,1,2012
24,225,0,1,0.431,0.0,0.431,0.0,3,3,1,4,1,2012
24,225,1,1,0.002,0.0,0.002,0.0,4,3,1,1,1,2012
24,225,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
24,225,3,0,0.031,0.0,0.031,0.0,4,3,1,5,1,2012
25,305,0,1,0.34,0.0,0.34,0.0,3,3,1,4,1,2012
25,305,1,1,0.001,0.0,0.001,0.0,3,3,1,1,1,2012
25,305,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
25,305,3,0,0.033,0.0,0.033,0.0,4,3,1,5,1,2012
26,141,0,1,0.248,0.0,0.248,0.0,3,3,1,3,1,2012
26,141,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
26,141,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
26,141,3,0,0.03,0.0,0.03,0.0,4,3,1,5,1,2012
27,193,0,1,0.37,0.0,0.37,0.0,3,3,1,3,1,2012
27,193,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
27,193,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
27,193,3,0,0.021,0.0,0.021,0.0,4,3,1,4,1,2012
28,287,0,1,0.37,0.0,0.37,0.0,3,3,1,4,1,2012
28,287,1,1,0.004,0.0,0.004,0.0,4,3,1,1,1,2012
28,287,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
28,287,3,0,0.01,0.0,0.01,0.0,4,3,1,4,1,2012
29,98,0,1,0.245,0.0,0.245,0.0,3,3,1,4,1,2012
29,98,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
29,98,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
29,98,3,0,0.033,0.0,0.033,0.0,4,3,1,5,1,2012
30,59,0,1,0.272,0.0,0.272,0.0,3,3,1,4,1,2012
30,59,1,1,0.001,0.0,0.001,0.0,4,3,1,1,1,2012
30,59,2,1,0.0,0.0,0.0,0.0,3,3,1,3,1,2012
